catalogNumber,phylum,class,order,suborder,superfamily,family,subfamily,genus,acceptedNameUsage,Occurrence,speciesA,speciesB,country,countryCode,locationRemarks,locality,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,hostPlantFamily,hostPlantLatinName,hostPlantVernacularName,sourceCategory,ownerInstitutionCode,locationAccordingTo,dateIdentified,page,eventDate,eventDate,associatedReferences
NS1490,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Sirakovo,10000,44.6665,21.3324,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1491,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Sokobanja,10000,43.6447,21.8867,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1492,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Srebrno jezero,10000,44.7648,21.4807,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1493,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Trstenik,10000,43.6182,21.002,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1494,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Udovice,10000,44.6288,20.8607,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1495,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Udovice,10000,44.6288,20.8607,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1496,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Velika Greda,10000,45.2437,21.0409,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1497,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,Moutain Veliki greben near village Donji Milanovac,Veliki greben (mountain),10000,44.4642,22.1505,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1498,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Veliko Gradiste,10000,44.7605,21.5091,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1499,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Vladimirovac,10000,45.0268,20.854,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1500,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Vrsac,10000,45.119,21.3053,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1501,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Surcin municipality,10000,44.786,20.2609,unspecified species,unspecified species,NA,GBIF,Natural History Museum,Natural History Museum (2020). Natural History Museum (London) Collection Specimens. Occurrence dataset https://doi.org/10.5519/0002965 accessed via GBIF.org on 2020-09-04. https://www.gbif.org/occurrence/1265717304,1962,,1962-07-14,1962-07-14,https://www.gbif.org/occurrence/1265717304
NS1502,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,,Cacak,30,43.8859,20.3459,Rosaceae,Prunus domestica L.,European Plum,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2006-05-31,2006-05-31,https://orcid.org/0000-0002-1641-5871
NS1503,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Cacak,10000,43.8915,20.3502,Rosaceae,Prunus domestica L.,European Plum,GBIF,The International Barcode of Life Consortium,The International Barcode of Life Consortium (2016). International Barcode of Life project (iBOL). Occurrence dataset https://doi.org/10.15468/inygc6 accessed via GBIF.org on 2020-09-07. https://www.gbif.org/occurrence/2249873601,,,2006-05-31,2006-05-31,https://www.gbif.org/occurrence/2249873601
NS1504,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Cacak,10000,43.8915,20.3502,Rosaceae,Prunus domestica L.,European Plum,GBIF,The International Barcode of Life Consortium,The International Barcode of Life Consortium (2016). International Barcode of Life project (iBOL). Occurrence dataset https://doi.org/10.15468/inygc6 accessed via GBIF.org on 2020-09-07. https://www.gbif.org/occurrence/2249873696,,,2006-05-31,2006-05-31,https://www.gbif.org/occurrence/2249873696
NS1505,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,Cacak,Vranici,30,43.9361,20.3269,Rosaceae,Prunus domestica L.,European Plum,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2006-05-31,2006-05-31,https://orcid.org/0000-0002-1641-5871
NS1506,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,,Mrsinci,30,43.8042,20.4919,Rosaceae,Prunus cerasifera Ehrh.,Cherry Plum [uncertain],INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2008-04-01,2008-04-01,https://orcid.org/0000-0002-1641-5871
NS1507,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,,Mrsinci,30,43.8039,20.4923,Rosaceae,Prunus domestica L.,European Plum,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2008-04-01,2008-04-01,https://orcid.org/0000-0002-1641-5871
NS1508,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,Cacak,Vranici,30,43.9361,20.3269,Rosaceae,Prunus domestica L.,European Plum,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2008-04-01,2008-04-01,https://orcid.org/0000-0002-1641-5871
NS1509,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Serbia,RS,,Cacak,10000,43.8915,20.3502,unspecified species,unspecified species,NA,Literature,,"Tanaskovic S (2008) Population dynamics and damaging properties of the plum sucker, Cacopsylla pruni Scopolli (Homoptera, Cacopsyllidae) [in Serbian with English abstract]: Faculty of Agriculture, University of Novi Sad (ed.), Novi Sad, Serbia",2008,,,,http://aes.bio.bg.ac.rs/index.php/aes/article/view/110/89
NS1510,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,"forest under study lies near the village of Bab (14 km west of the city of Nitra) between the Danube Lowland and the foothills of the Povazsky Inovec Hills, at altitudes of 170-210 m.",Bab,10000,48.3093,17.8967,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Lauterer P (2011) Psyllids (Hemiptera, Psylloidea) inhabiting the canopy and shrub layer of an oak and hornbeam forest in Bab near Nitra (Slovakia). Folia Faunistica Slovaca 16: 97-101",2011,101,1971,1971,http://www.ffs.sk/pdf/FFS-16-20-Lauterer-2011.pdf
NS1511,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,mentioned 'Vector is present (Fauna Europea)',,,,,unspecified species,unspecified species,NA,Literature,,"Steffek R, Swen Follak S, Sauvion N, Labonne G & MacLeod A (2012) Distribution of 'Candidatus Phytoplasma prunorum' and its vector Cacopsylla pruni in European fruit growing areas: a literature survey. EPPO Bulletin 42: 191-202",2012,198,2012,2012,https://onlinelibrary.wiley.com/doi/abs/10.1111/epp.2567
NS1512,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,,Dluha,10000,49.2616,19.4446,unspecified species,unspecified species,NA,GBIF,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences","Przybylowicz L (2017). Invertebrata Collection of Institute of Systematics and Evolution of Animals. Institute of Systematics and Evolution of Animals, Polish Academy of Sciences. Occurrence dataset https://doi.org/10.15468/8rvoox accessed via GBIF.org on 2020-09-04. https://www.gbif.org/occurrence/1717115065",1914,,,,https://www.gbif.org/occurrence/1717115079
NS1513,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,"uncertain, but Cacopsylla pruni probably present",,,,,unspecified species,unspecified species,NA,Literature,,Lauterer P (1963) A contribution to the knowledge of the psyllid fauna of Czechoslovakia. Acta musei Moraviae (Scientiae naturales) 48: 145-156,1963,,,,
NS1514,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,"uncertain, but Cacopsylla pruni probably present",,,,,unspecified species,unspecified species,NA,Literature,,Lauterer P (1965) A contribution to the knowledge of the psyllid fauna of Czechoslovakia II. Acta musei Moraviae (Scientiae naturales) 50: 171-190,1965,,,,
NS1515,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,"uncertain, but Cacopsylla pruni probably present",,,,,unspecified species,unspecified species,NA,Literature,,"Lauterer P (1979) New and interesting records of psyllids from Czechoslovakia (Homoptera, Psylloidea). Acta Musei Moraviae Scientiae Naturales 64: 93-102",1979,,,,
NS1516,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovakia,SK,Cacopsylla pruni not in the check-list,,,,,unspecified species,unspecified species,NA,Literature,,"Lauterer P & Malenovský I. (2002) New distributional and biological data on European Psylloidea (Hemiptera, Sternorrhyncha), with special reference to the fauna of the Czech Republic and Slovakia. Entomologica Basiliensia 24: 161-177",2002,,,,http://bionames.org/issn/0253-2484
NS1517,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,certainly  Idrija,Idrija,10000,46.0024,14.0272,unspecified species,unspecified species,NA,Literature,,"Scopoli JA (1763) Entomologia Carniolica exhibens insecta Carnioliae indigena et distributa in ordines, genera, species, varietates : methodo Linnaeana. Ioannis Thomae Trattner, Vienna, Austria. 420 p.",1763,140,1763,1763,https://www.hemiptera-databases.org/psyllespdf/636.pdf
NS1518,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,As Laibach,Ljubljana,10000,46.0572,14.5058,unspecified species,unspecified species,NA,Literature,,Flor G (1861) Zur kenntnis der Rhynchoten. Beschreibung neuer arten aus der Familie Psyllodea Burn. Bulletin de la Societe des Naturalistes de Moscou 34: 331-422.,1861,372,1861,1861,https://www.biodiversitylibrary.org/page/44315533#page/424/mode/1up
NS1519,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,as Gorz,Nova Gorica,10000,45.955,13.6493,unspecified species,unspecified species,NA,Literature,,"Löw F (1888) Uebersicht der Psylliden von Oesterreich-Ungarn mit Einschluss von Bosnien und der Herzegowina, nebst Beschreibung neuer Arten. Verhandlungen der zoologisch-botanischen Gesellschaft in Wien 38: 5-40",1888,18,1888,1888,http://www.hemiptera-databases.org/psyllespdf/350.pdf
NS1520,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,as Lees,Lesce,10000,46.3611,14.1591,unspecified species,unspecified species,NA,Literature,,"Löw F (1888) Uebersicht der Psylliden von Oesterreich-Ungarn mit Einschluss von Bosnien und der Herzegowina, nebst Beschreibung neuer Arten. Verhandlungen der zoologisch-botanischen Gesellschaft in Wien 38: 5-40",1888,18,1888,1888,http://www.hemiptera-databases.org/psyllespdf/350.pdf
NS1521,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,(=Plezzo)= Bovec [Slovenia],Bovec,10000,46.3376,13.5517,unspecified species,unspecified species,NA,Literature,,"Vondracek K (1953) Jumping Plant-Lice (Psyllinea) in the Collections of the Moravian Museum (Brno). Melichar's collection revised, part II. Acta musei Moraviae (Scientiae naturales) 38: 174-179",1953,175,1953,1953,
NS1522,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Slovenia,SI,,Hotedrsica,10000,45.9301,14.14,unspecified species,unspecified species,NA,Literature,,Seljak G (2006) An overview of the current knowledge of jumping plant-lice of Slovenia (Hemiptera: Psylloidea). Acta Entomologica Slovenica 14: 11-34,2006,22,1999,1999,https://www.zobodat.at/pdf/ActaEntSlov_14_0011-0034.pdf
